Event	Date/Time	Latitude	Longitude
PS92-track	2015-06-04	81.49920159722222	18.485670694444444
PS92-track	2015-06-05	81.15540465277778	20.210453194444444
PS92-track	2015-06-06	81.22347513888889	19.563161319444443
PS92-track	2015-06-07	81.18536402777778	19.65718722222222
PS92-track	2015-06-08	81.07963520833333	19.454332708333332
PS92-track	2015-06-09	81.29261152777778	16.793868819444445
PS92-track	2015-06-10	81.7948225	14.088009236111112
PS92-track	2015-06-11	81.92539833333333	13.690919166666667
PS92-track	2015-06-12	81.74880006944444	12.197421041666665
PS92-track	2015-06-13	81.85614152777777	10.514382291666667
PS92-track	2015-06-14	82.13461277777778	8.044029027777777
PS92-track	2015-06-15	82.21023534722222	7.391573680555556
PS92-track	2015-06-16	82.16135402777778	7.171387916666666
PS92-track	2015-06-17	81.91903097222222	9.425555208333334
PS92-track	2015-06-18	81.85297131944444	9.902700347222222
PS92-track	2015-06-19	81.39542465277778	13.284930486111111
PS92-track	2015-06-20	81.34164736111111	13.654371736111111
PS92-track	2015-06-21	81.06179277777778	12.486965972222222
PS92-track	2015-06-22	81.12318659722222	8.899567361111112
PS92-track	2015-06-23	81.02789625	8.214476597222223
PS92-track	2015-06-24	80.34734458333334	9.112161736111112
PS92-track	2015-06-25	80.21450611111112	9.358901736111111
PS92-track	2015-06-26	80.05506055555556	10.330276805555556
PS92-track	2015-06-27	79.03261666666667	9.978047391304347
PS92-track	2015-06-28	78.22014576388888	15.199013263888888
PS99.1-track	2016-06-13	53.63824489510489	8.416415944055943
PS99.1-track	2016-06-14	56.20938694444445	6.055433888888889
PS99.1-track	2016-06-15	60.26963138888888	3.7137845833333336
PS99.1-track	2016-06-16	64.43588777777778	4.9998023611111115
PS99.1-track	2016-06-17	68.38752013888889	8.634552430555555
PS99.1-track	2016-06-18	72.01015354166667	13.981297083333333
PS99.1-track	2016-06-19	74.76805083333333	17.020361458333333
PS99.1-track	2016-06-20	74.84867840277778	17.488917708333332
PS99.1-track	2016-06-21	75.75988673611111	14.889111250000001
PS99.1-track	2016-06-22	77.18167840277778	11.92514736111111
PS99.1-track	2016-06-23	78.14887246575343	14.449559178082191
