URI	score	html	type	position	dataset title	abstract	publication date	collection members	isCollection	first author fullname	all authors fullnames	all authors orcids	citation	dataset DOI	mean latitude	mean longitude	campaign	parameters	device
doi:10.1594/PANGAEA.974029	67.017006	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.974029"" target=""_self"" class=""dataset-link""><strong>Rabe, B; Geibert, W (2024):</strong> Master tracks in different resolutions of POLARSTERN cruise PS144, Tromsø - Bremerhaven, 2024-08-09 - 2024-10-13</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Raw data acquired by position sensors on board RV Polarstern during expedition PS144 was processed to receive a validated master track which can be used as reference of further expedition data. During PS144 two Trimble Marine R750 GPS receivers and the iXBlue HYDRINS hydrographic survey inertial navigation system were used as navigation sensors. Data were downloaded from DAVIS SHIP data base (https://dship.awi.de) with a resolution of 1 sec. Processed data are provided as a master track with 1 sec resolution derived from the position sensors' data selected by priority and a generalized track with a reduced set of the most significant positions of the master track.</td></tr><tr><td class=""title"">Size:</td><td class=""content"">18744 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.974029"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.974029</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 67.02</span></div></li>"	member	10	Master tracks in different resolutions of POLARSTERN cruise PS144, Tromsø - Bremerhaven, 2024-08-09 - 2024-10-13	Raw data acquired by position sensors on board RV Polarstern during expedition PS144 was processed to receive a validated master track which can be used as reference of further expedition data. During PS144 two Trimble Marine R750 GPS receivers and the iXBlue HYDRINS hydrographic survey inertial navigation system were used as navigation sensors. Data were downloaded from DAVIS SHIP data base (https://dship.awi.de) with a resolution of 1 sec. Processed data are provided as a master track with 1 sec resolution derived from the position sensors' data selected by priority and a generalized track with a reduced set of the most significant positions of the master track.	2024-12-06T08:53:35		No	Rabe, Benjamin	Rabe, Benjamin; Geibert, Walter	0000-0001-5794-9856; 0000-0001-8646-2334	Rabe, Benjamin; Geibert, Walter (2024): Master tracks in different resolutions of POLARSTERN cruise PS144, Tromsø - Bremerhaven, 2024-08-09 - 2024-10-13 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.974029	https://doi.org/10.1594/PANGAEA.974029	82.91765982215142	88.51727924177318	PS144	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.962551	63.18545	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.962551"" target=""_self"" class=""dataset-link""><strong>Soltwedel, T (2023):</strong> Master tracks in different resolutions of POLARSTERN cruise PS136, Bremerhaven - Tromsø, 2023-05-22 - 2023-06-19</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">8000 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.962551"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.962551</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 63.19</span></div></li>"	member	11	Master tracks in different resolutions of POLARSTERN cruise PS136, Bremerhaven - Tromsø, 2023-05-22 - 2023-06-19		2023-09-20T10:50:58		No	Soltwedel, Thomas	Soltwedel, Thomas	0000-0002-8214-5937	Soltwedel, Thomas (2023): Master tracks in different resolutions of POLARSTERN cruise PS136, Bremerhaven - Tromsø, 2023-05-22 - 2023-06-19 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.962551	https://doi.org/10.1594/PANGAEA.962551	75.28597329467632	4.4619950919769975	PS136	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.847927	61.596138	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.847927"" target=""_self"" class=""dataset-link""><strong>Klages, M (2015):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXII/1c, Longyearbyen - Tromsø, 2007-07-09 - 2007-07-25</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">4738 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.847927"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.847927</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 61.6</span></div></li>"	member	12	Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXII/1c, Longyearbyen - Tromsø, 2007-07-09 - 2007-07-25		2015-07-08T13:58:05		No	Klages, Michael	Klages, Michael	no ORCID	Klages, Michael (2015): Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXII/1c, Longyearbyen - Tromsø, 2007-07-09 - 2007-07-25 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.847927	https://doi.org/10.1594/PANGAEA.847927	78.11705899826943	6.363432942254127	ARK-XXII/1c	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.881582	61.45377	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.881582"" target=""_self"" class=""dataset-link""><strong>Wenzhöfer, F (2017):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise PS108 (ARK-XXXI/3), Tromsø - Tromsø, 2017-08-22 - 2017-09-09</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">5050 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.881582"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.881582</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 61.45</span></div></li>"	member	13	Station list and links to master tracks in different resolutions of POLARSTERN cruise PS108 (ARK-XXXI/3), Tromsø - Tromsø, 2017-08-22 - 2017-09-09		2017-10-09T10:06:56		No	Wenzhöfer, Frank	Wenzhöfer, Frank	no ORCID	Wenzhöfer, Frank (2017): Station list and links to master tracks in different resolutions of POLARSTERN cruise PS108 (ARK-XXXI/3), Tromsø - Tromsø, 2017-08-22 - 2017-09-09 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.881582	https://doi.org/10.1594/PANGAEA.881582	77.81773309809905	7.4418221674059355	PS108	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.841006	61.348873	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.841006"" target=""_self"" class=""dataset-link""><strong>Beszczynska-Möller, A (2014):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXVII/1, Bremerhaven - Longyearbyen, 2012-06-14 - 2012-07-15</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">9150 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.841006"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.841006</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 61.35</span></div></li>"	member	14	Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXVII/1, Bremerhaven - Longyearbyen, 2012-06-14 - 2012-07-15		2014-12-19T18:19:44		No	Beszczynska-Möller, Agnieszka	Beszczynska-Möller, Agnieszka	0000-0002-8108-6306	Beszczynska-Möller, Agnieszka (2014): Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXVII/1, Bremerhaven - Longyearbyen, 2012-06-14 - 2012-07-15 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.841006	https://doi.org/10.1594/PANGAEA.841006	75.98147434465554	1.5991250979672096	ARK-XXVII/1	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.847925	61.16481	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.847925"" target=""_self"" class=""dataset-link""><strong>Thiede, J (2015):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXII/1a, Bremerhaven - Tromsø, 2007-05-25 - 2007-06-21</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">6852 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.847925"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.847925</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 61.16</span></div></li>"	member	15	Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXII/1a, Bremerhaven - Tromsø, 2007-05-25 - 2007-06-21		2015-07-08T13:58:03		No	Thiede, Jörn	Thiede, Jörn	0000-0002-3452-2208	Thiede, Jörn (2015): Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXII/1a, Bremerhaven - Tromsø, 2007-05-25 - 2007-06-21 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.847925	https://doi.org/10.1594/PANGAEA.847925	66.98468486929356	11.511540377612384	ARK-XXII/1a	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.847933	61.113605	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.847933"" target=""_self"" class=""dataset-link""><strong>Kattner, G (2015):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXIII/2, Longyearbyen - Reykjavik, 2008-07-04 - 2008-08-10</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">10930 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.847933"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.847933</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 61.11</span></div></li>"	member	16	Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXIII/2, Longyearbyen - Reykjavik, 2008-07-04 - 2008-08-10		2015-07-08T13:58:37		No	Kattner, Gerhard	Kattner, Gerhard	no ORCID	Kattner, Gerhard (2015): Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXIII/2, Longyearbyen - Reykjavik, 2008-07-04 - 2008-08-10 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.847933	https://doi.org/10.1594/PANGAEA.847933	78.35676281654162	-3.548843486898455	ARK-XXIII/2	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.893556	60.87374	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.893556"" target=""_self"" class=""dataset-link""><strong>von Appen, W-J (2018):</strong> Links to master tracks in different resolutions of POLARSTERN cruise PS114, Bremerhaven - Tromsø, 2018-07-10 - 2018-08-03</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">6874 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.893556"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.893556</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 60.87</span></div></li>"	member	17	Links to master tracks in different resolutions of POLARSTERN cruise PS114, Bremerhaven - Tromsø, 2018-07-10 - 2018-08-03		2018-09-06T10:08:07		No	von Appen, Wilken-Jon	von Appen, Wilken-Jon	0000-0002-7200-0099	von Appen, Wilken-Jon (2018): Links to master tracks in different resolutions of POLARSTERN cruise PS114, Bremerhaven - Tromsø, 2018-07-10 - 2018-08-03 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.893556	https://doi.org/10.1594/PANGAEA.893556	75.26954158975846	1.3822812452138522	PS114	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.841007	60.600807	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.841007"" target=""_self"" class=""dataset-link""><strong>Soltwedel, T (2014):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXVII/2, Longyearbyen - Tromsø, 2012-07-15 - 2012-07-30</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">4584 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.841007"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.841007</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 60.6</span></div></li>"	member	18	Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXVII/2, Longyearbyen - Tromsø, 2012-07-15 - 2012-07-30		2014-12-19T18:19:55		No	Soltwedel, Thomas	Soltwedel, Thomas	0000-0002-8214-5937	Soltwedel, Thomas (2014): Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXVII/2, Longyearbyen - Tromsø, 2012-07-15 - 2012-07-30 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.841007	https://doi.org/10.1594/PANGAEA.841007	77.86486511579403	7.45379788691099	ARK-XXVII/2	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.881581	60.386486	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.881581"" target=""_self"" class=""dataset-link""><strong>Schewe, I (2017):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise PS107 (ARK-XXXI/2), Tromsø - Tromsø, 2017-07-23 - 2017-08-19</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">7642 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.881581"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.881581</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 60.39</span></div></li>"	member	19	Station list and links to master tracks in different resolutions of POLARSTERN cruise PS107 (ARK-XXXI/2), Tromsø - Tromsø, 2017-07-23 - 2017-08-19		2017-10-09T10:06:52		No	Schewe, Ingo	Schewe, Ingo	0000-0003-3372-3224	Schewe, Ingo (2017): Station list and links to master tracks in different resolutions of POLARSTERN cruise PS107 (ARK-XXXI/2), Tromsø - Tromsø, 2017-07-23 - 2017-08-19 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.881581	https://doi.org/10.1594/PANGAEA.881581	78.16193163182444	5.551289010389948	PS107	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.847926	59.942665	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.847926"" target=""_self"" class=""dataset-link""><strong>Klages, M (2015):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXII/1b, Tromsø - Longyearbyen, 2007-06-23 - 2007-07-09</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">4884 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.847926"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.847926</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 59.94</span></div></li>"	member	20	Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXII/1b, Tromsø - Longyearbyen, 2007-06-23 - 2007-07-09		2015-07-08T13:58:04		No	Klages, Michael	Klages, Michael	no ORCID	Klages, Michael (2015): Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXII/1b, Tromsø - Longyearbyen, 2007-06-23 - 2007-07-09 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.847926	https://doi.org/10.1594/PANGAEA.847926	72.59163903837027	14.65151878505322	ARK-XXII/1b	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.848843	59.560497	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.848843"" target=""_self"" class=""dataset-link""><strong>Soltwedel, T (2015):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise PS93.2 (ARK-XXIX/2.2), Tromsø - Tromsø, 2015-07-20 - 2015-08-14</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">7102 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.848843"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.848843</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 59.56</span></div></li>"	member	21	Station list and links to master tracks in different resolutions of POLARSTERN cruise PS93.2 (ARK-XXIX/2.2), Tromsø - Tromsø, 2015-07-20 - 2015-08-14		2015-08-24T12:50:24		No	Soltwedel, Thomas	Soltwedel, Thomas	0000-0002-8214-5937	Soltwedel, Thomas (2015): Station list and links to master tracks in different resolutions of POLARSTERN cruise PS93.2 (ARK-XXIX/2.2), Tromsø - Tromsø, 2015-07-20 - 2015-08-14 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.848843	https://doi.org/10.1594/PANGAEA.848843	77.83014800492815	6.395401265333691	PS93.2	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.869478	59.31072	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.869478"" target=""_self"" class=""dataset-link""><strong>Kanzow, T (2016):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise PS100 (ARK-XXX/2), Tromsø - Tromsø, 2016-07-18 - 2016-09-06</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">14626 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.869478"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.869478</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 59.31</span></div></li>"	member	22	Station list and links to master tracks in different resolutions of POLARSTERN cruise PS100 (ARK-XXX/2), Tromsø - Tromsø, 2016-07-18 - 2016-09-06		2016-12-15T15:08:11		No	Kanzow, Torsten	Kanzow, Torsten	0000-0002-5786-3435	Kanzow, Torsten (2016): Station list and links to master tracks in different resolutions of POLARSTERN cruise PS100 (ARK-XXX/2), Tromsø - Tromsø, 2016-07-18 - 2016-09-06 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.869478	https://doi.org/10.1594/PANGAEA.869478	78.12575977838091	-4.694123899398329	PS100	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.847932	59.0123	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.847932"" target=""_self"" class=""dataset-link""><strong>Budéus, G (2015):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXIII/1, Bremerhaven - Longyearbyen, 2008-06-12 - 2008-07-02</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">6030 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.847932"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.847932</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 59.01</span></div></li>"	member	23	Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXIII/1, Bremerhaven - Longyearbyen, 2008-06-12 - 2008-07-02		2015-07-08T13:58:36		No	Budéus, Gereon	Budéus, Gereon	no ORCID	Budéus, Gereon (2015): Station list and links to master tracks in different resolutions of POLARSTERN cruise ARK-XXIII/1, Bremerhaven - Longyearbyen, 2008-06-12 - 2008-07-02 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.847932	https://doi.org/10.1594/PANGAEA.847932	71.12952149870638	-1.2448098721392904	ARK-XXIII/1	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.835512	58.877613	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.835512"" target=""_self"" class=""dataset-link""><strong>Boetius, A (2014):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise PS86 (ARK-XXVIII/3 AURORA), Tromsø - Tromsø, 2014-07-07 - 2014-08-03</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">7842 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.835512"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.835512</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 58.88</span></div></li>"	member	24	Station list and links to master tracks in different resolutions of POLARSTERN cruise PS86 (ARK-XXVIII/3 AURORA), Tromsø - Tromsø, 2014-07-07 - 2014-08-03		2014-09-04T14:25:32		No	Boetius, Antje	Boetius, Antje	0000-0003-2117-4176	Boetius, Antje (2014): Station list and links to master tracks in different resolutions of POLARSTERN cruise PS86 (ARK-XXVIII/3 AURORA), Tromsø - Tromsø, 2014-07-07 - 2014-08-03 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.835512	https://doi.org/10.1594/PANGAEA.835512	80.72709232496794	-2.1179138900280665	PS86	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.895065	58.789753	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.895065"" target=""_self"" class=""dataset-link""><strong>Damm, V (2018):</strong> Links to master tracks in different resolutions of POLARSTERN cruise PS115/1, Tromsø - Longyearbyen, 2018-08-05 - 2018-09-03</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">8262 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.895065"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.895065</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 58.79</span></div></li>"	member	25	Links to master tracks in different resolutions of POLARSTERN cruise PS115/1, Tromsø - Longyearbyen, 2018-08-05 - 2018-09-03		2018-10-05T12:35:02		No	Damm, Volkmar	Damm, Volkmar	no ORCID	Damm, Volkmar (2018): Links to master tracks in different resolutions of POLARSTERN cruise PS115/1, Tromsø - Longyearbyen, 2018-08-05 - 2018-09-03 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.895065	https://doi.org/10.1594/PANGAEA.895065	79.92740237320263	-10.192168617308132	PS115/1	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
doi:10.1594/PANGAEA.834205	58.726982	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.834205"" target=""_self"" class=""dataset-link""><strong>Schewe, I (2014):</strong> Station list and links to master tracks in different resolutions of POLARSTERN cruise PS85 (ARK-XXVIII/2), Bremerhaven - Tromsø, 2014-06-06 - 2014-07-03</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">7880 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.834205"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.834205</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 58.73</span></div></li>"	member	26	Station list and links to master tracks in different resolutions of POLARSTERN cruise PS85 (ARK-XXVIII/2), Bremerhaven - Tromsø, 2014-06-06 - 2014-07-03		2014-07-22T07:31:21		No	Schewe, Ingo	Schewe, Ingo	0000-0003-3372-3224	Schewe, Ingo (2014): Station list and links to master tracks in different resolutions of POLARSTERN cruise PS85 (ARK-XXVIII/2), Bremerhaven - Tromsø, 2014-06-06 - 2014-07-03 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.834205	https://doi.org/10.1594/PANGAEA.834205	74.32926068705609	0.20218922104060974	PS85	DATE/TIME; LATITUDE; LONGITUDE; Speed [kn]; Course [deg]	Underway cruise track measurements
