Date/Time	Latitude	Longitude	Speed	Course	Event
2016-06-13 00:10:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 00:20:00	53.56676	8.55491	0.043	0.0	PS99.1-track
2016-06-13 00:30:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 00:40:00	53.56676	8.55492	0.013	270.0	PS99.1-track
2016-06-13 00:50:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 01:00:00	53.56676	8.55492	0.013	90.0	PS99.1-track
2016-06-13 01:10:00	53.56676	8.55491	0.025	149.3	PS99.1-track
2016-06-13 01:20:00	53.56677	8.55492	0.025	30.7	PS99.1-track
2016-06-13 01:30:00	53.56678	8.55492	0.044	60.7	PS99.1-track
2016-06-13 01:40:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 01:50:00	53.56676	8.55491	0.013	90.0	PS99.1-track
2016-06-13 02:00:00	53.56677	8.55492	0.038	270.0	PS99.1-track
2016-06-13 02:10:00	53.56677	8.55491	0.044	60.7	PS99.1-track
2016-06-13 02:20:00	53.56677	8.55492	0.022	180.0	PS99.1-track
2016-06-13 02:30:00	53.56677	8.55491	0.025	149.3	PS99.1-track
2016-06-13 02:40:00	53.56677	8.55491	0.0	0.0	PS99.1-track
2016-06-13 02:50:00	53.56677	8.55491	0.0	0.0	PS99.1-track
2016-06-13 03:00:00	53.56677	8.55491	0.0	0.0	PS99.1-track
2016-06-13 03:10:00	53.56677	8.55491	0.0	0.0	PS99.1-track
2016-06-13 03:20:00	53.56677	8.55491	0.0	0.0	PS99.1-track
2016-06-13 03:30:00	53.56676	8.55492	0.025	30.7	PS99.1-track
2016-06-13 03:40:00	53.56677	8.55492	0.022	0.0	PS99.1-track
2016-06-13 03:50:00	53.56676	8.55492	0.013	270.0	PS99.1-track
2016-06-13 04:00:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 04:10:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 04:20:00	53.56676	8.55492	0.022	0.0	PS99.1-track
2016-06-13 04:30:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 04:40:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 04:50:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 05:00:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 05:10:00	53.56676	8.55491	0.0	0.0	PS99.1-track
2016-06-13 05:20:00	53.56676	8.55491	0.0	0.0	PS99.1-track
2016-06-13 05:30:00	53.56676	8.5549	0.0	0.0	PS99.1-track
2016-06-13 05:40:00	53.56676	8.55491	0.05	210.7	PS99.1-track
2016-06-13 05:50:00	53.56676	8.55491	0.0	0.0	PS99.1-track
2016-06-13 06:00:00	53.56676	8.55491	0.013	270.0	PS99.1-track
2016-06-13 06:10:00	53.56676	8.55491	0.013	270.0	PS99.1-track
2016-06-13 06:20:00	53.56676	8.55491	0.0	0.0	PS99.1-track
2016-06-13 06:30:00	53.56676	8.55491	0.013	90.0	PS99.1-track
2016-06-13 06:40:00	53.56676	8.55491	0.0	0.0	PS99.1-track
2016-06-13 06:50:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 07:00:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 07:10:00	53.56676	8.55491	0.013	90.0	PS99.1-track
2016-06-13 07:20:00	53.56676	8.55491	0.0	0.0	PS99.1-track
2016-06-13 07:30:00	53.56676	8.55491	0.0	0.0	PS99.1-track
2016-06-13 07:40:00	53.56676	8.55491	0.0	0.0	PS99.1-track
2016-06-13 07:50:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 08:00:00	53.56676	8.55491	0.0	0.0	PS99.1-track
2016-06-13 08:10:00	53.56676	8.55492	0.013	270.0	PS99.1-track
2016-06-13 08:20:00	53.56676	8.55491	0.0	0.0	PS99.1-track
2016-06-13 08:30:00	53.56676	8.55491	0.0	0.0	PS99.1-track
2016-06-13 08:40:00	53.56676	8.55491	0.0	0.0	PS99.1-track
2016-06-13 08:50:00	53.56677	8.55492	0.013	90.0	PS99.1-track
2016-06-13 09:00:00	53.56676	8.55492	0.025	210.7	PS99.1-track
2016-06-13 09:10:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 09:20:00	53.56676	8.55492	0.083	218.4	PS99.1-track
2016-06-13 09:30:00	53.56676	8.55491	0.0	0.0	PS99.1-track
2016-06-13 09:40:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 09:50:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 10:00:00	53.56676	8.55491	0.013	90.0	PS99.1-track
2016-06-13 10:10:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 10:20:00	53.56676	8.55491	0.022	0.0	PS99.1-track
2016-06-13 10:30:00	53.56677	8.55492	0.025	210.7	PS99.1-track
2016-06-13 10:40:00	53.56676	8.55491	0.034	130.1	PS99.1-track
2016-06-13 10:50:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 11:00:00	53.56676	8.55491	0.022	180.0	PS99.1-track
2016-06-13 11:10:00	53.56676	8.55491	0.0	0.0	PS99.1-track
2016-06-13 11:20:00	53.56676	8.55491	0.013	270.0	PS99.1-track
2016-06-13 11:30:00	53.56676	8.55492	0.022	0.0	PS99.1-track
2016-06-13 11:40:00	53.56676	8.55491	0.013	270.0	PS99.1-track
2016-06-13 11:50:00	53.56676	8.55491	0.0	0.0	PS99.1-track
2016-06-13 12:00:00	53.56676	8.55491	0.0	0.0	PS99.1-track
2016-06-13 12:10:00	53.56676	8.55491	0.013	90.0	PS99.1-track
2016-06-13 12:20:00	53.56676	8.55491	0.013	270.0	PS99.1-track
2016-06-13 12:30:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 12:40:00	53.56676	8.55491	0.025	30.7	PS99.1-track
2016-06-13 12:50:00	53.56675	8.55491	0.013	90.0	PS99.1-track
2016-06-13 13:00:00	53.56677	8.55492	0.013	270.0	PS99.1-track
2016-06-13 13:10:00	53.56678	8.55492	0.022	0.0	PS99.1-track
2016-06-13 13:20:00	53.56676	8.55492	0.0	0.0	PS99.1-track
2016-06-13 13:30:00	53.56677	8.55492	0.0	0.0	PS99.1-track
2016-06-13 13:40:00	53.56676	8.55491	0.022	0.0	PS99.1-track
2016-06-13 13:50:00	53.56676	8.55491	0.0	0.0	PS99.1-track
