Date/Time	Latitude	Longitude	Speed	Course	Event
2007-06-23 00:10:00	69.67952	18.99656	0.0	0.0	PS70/1b-track
2007-06-23 00:20:00	69.67952	18.99655	0.026	145.2	PS70/1b-track
2007-06-23 00:30:00	69.67953	18.99656	0.0	0.0	PS70/1b-track
2007-06-23 00:40:00	69.67953	18.99658	0.008	90.0	PS70/1b-track
2007-06-23 00:50:00	69.67953	18.99657	0.008	270.0	PS70/1b-track
2007-06-23 01:00:00	69.67953	18.99661	0.023	160.8	PS70/1b-track
2007-06-23 01:10:00	69.67953	18.99658	0.008	90.0	PS70/1b-track
2007-06-23 01:20:00	69.67953	18.99658	0.008	90.0	PS70/1b-track
2007-06-23 01:30:00	69.67953	18.99658	0.008	270.0	PS70/1b-track
2007-06-23 01:40:00	69.67953	18.99662	0.023	90.0	PS70/1b-track
2007-06-23 01:50:00	69.67952	18.99658	0.185	54.2	PS70/1b-track
2007-06-23 02:00:00	69.67953	18.99658	0.008	90.0	PS70/1b-track
2007-06-23 02:10:00	69.67953	18.99658	0.008	90.0	PS70/1b-track
2007-06-23 02:20:00	69.67952	18.99661	0.0	0.0	PS70/1b-track
2007-06-23 02:30:00	69.67952	18.9966	0.008	270.0	PS70/1b-track
2007-06-23 02:40:00	69.67952	18.99656	0.022	180.0	PS70/1b-track
2007-06-23 02:50:00	69.67952	18.99659	1.12	273.3	PS70/1b-track
2007-06-23 03:00:00	69.67952	18.99661	0.008	270.0	PS70/1b-track
2007-06-23 03:10:00	69.67952	18.99662	0.008	270.0	PS70/1b-track
2007-06-23 03:20:00	69.67952	18.99661	0.008	90.0	PS70/1b-track
2007-06-23 03:30:00	69.67952	18.99655	0.008	90.0	PS70/1b-track
2007-06-23 03:40:00	69.67952	18.9966	0.008	90.0	PS70/1b-track
2007-06-23 03:50:00	69.67952	18.99658	1.032	120.1	PS70/1b-track
2007-06-23 04:00:00	69.67952	18.99657	0.517	289.5	PS70/1b-track
2007-06-23 04:10:00	69.67953	18.99657	0.0	0.0	PS70/1b-track
2007-06-23 04:20:00	69.67953	18.99657	0.015	90.0	PS70/1b-track
2007-06-23 04:30:00	69.67952	18.99661	0.008	270.0	PS70/1b-track
2007-06-23 04:40:00	69.67953	18.99653	0.015	90.0	PS70/1b-track
2007-06-23 04:50:00	69.67953	18.99656	0.0	0.0	PS70/1b-track
2007-06-23 05:00:00	69.67953	18.9966	0.015	90.0	PS70/1b-track
2007-06-23 05:10:00	69.67953	18.99655	0.015	90.0	PS70/1b-track
2007-06-23 05:20:00	69.67954	18.99659	0.015	270.0	PS70/1b-track
2007-06-23 05:30:00	69.67953	18.99659	0.0	0.0	PS70/1b-track
2007-06-23 05:40:00	69.67954	18.99656	1.751	108.0	PS70/1b-track
2007-06-23 05:50:00	69.67955	18.99656	1.298	291.5	PS70/1b-track
2007-06-23 06:00:00	69.67955	18.99658	0.008	270.0	PS70/1b-track
2007-06-23 06:10:00	69.67953	18.99656	0.008	270.0	PS70/1b-track
2007-06-23 06:20:00	69.67953	18.99656	0.0	0.0	PS70/1b-track
2007-06-23 06:30:00	69.67952	18.99654	0.008	90.0	PS70/1b-track
2007-06-23 06:40:00	69.67953	18.99657	0.0	0.0	PS70/1b-track
2007-06-23 06:50:00	69.67953	18.99661	0.015	90.0	PS70/1b-track
2007-06-23 07:00:00	69.67953	18.9966	0.0	0.0	PS70/1b-track
2007-06-23 07:10:00	69.67953	18.99657	0.022	0.0	PS70/1b-track
2007-06-23 07:20:00	69.67953	18.99654	0.0	0.0	PS70/1b-track
2007-06-23 07:30:00	69.67954	18.9965	0.022	180.0	PS70/1b-track
2007-06-23 07:40:00	69.67953	18.99658	0.015	270.0	PS70/1b-track
2007-06-23 07:50:00	69.67953	18.99653	0.0	0.0	PS70/1b-track
2007-06-23 08:00:00	69.67953	18.99658	0.023	90.0	PS70/1b-track
2007-06-23 08:10:00	69.67954	18.99656	0.008	270.0	PS70/1b-track
2007-06-23 08:21:00	69.67953	18.99656	0.008	90.0	PS70/1b-track
2007-06-23 08:31:00	69.67954	18.99658	0.008	90.0	PS70/1b-track
2007-06-23 08:41:00	69.67954	18.99661	0.015	270.0	PS70/1b-track
2007-06-23 08:51:00	69.67953	18.99662	0.008	270.0	PS70/1b-track
2007-06-23 09:01:00	69.67954	18.99657	0.015	90.0	PS70/1b-track
2007-06-23 09:11:00	69.67953	18.99659	0.008	90.0	PS70/1b-track
2007-06-23 09:21:00	69.67953	18.9966	0.008	270.0	PS70/1b-track
2007-06-23 09:31:00	69.67953	18.99656	0.008	270.0	PS70/1b-track
2007-06-23 09:41:00	69.67953	18.99656	0.008	270.0	PS70/1b-track
2007-06-23 09:51:00	69.67953	18.99654	0.023	160.8	PS70/1b-track
2007-06-23 10:01:00	69.67952	18.9966	0.008	90.0	PS70/1b-track
2007-06-23 10:11:00	69.67952	18.99656	0.0	0.0	PS70/1b-track
2007-06-23 10:21:00	69.67952	18.99658	0.008	270.0	PS70/1b-track
2007-06-23 10:31:00	69.67951	18.99662	0.0	0.0	PS70/1b-track
2007-06-23 10:41:00	69.67951	18.99659	0.34	230.6	PS70/1b-track
2007-06-23 10:51:00	69.67952	18.99662	0.583	114.0	PS70/1b-track
2007-06-23 11:01:00	69.67953	18.9966	0.008	270.0	PS70/1b-track
2007-06-23 11:11:00	69.67954	18.99659	0.008	270.0	PS70/1b-track
2007-06-23 11:21:00	69.67954	18.99659	0.008	90.0	PS70/1b-track
2007-06-23 11:31:00	69.67953	18.99662	0.0	0.0	PS70/1b-track
2007-06-23 11:41:00	69.67954	18.99658	0.008	270.0	PS70/1b-track
2007-06-23 11:51:00	69.67954	18.9966	0.015	90.0	PS70/1b-track
2007-06-23 12:01:00	69.67954	18.99659	0.091	160.8	PS70/1b-track
2007-06-23 12:11:00	69.67954	18.99659	0.329	48.9	PS70/1b-track
2007-06-23 12:21:00	69.67954	18.99659	0.008	270.0	PS70/1b-track
2007-06-23 12:31:00	69.67954	18.99659	0.008	90.0	PS70/1b-track
2007-06-23 12:41:00	69.67954	18.99658	0.022	180.0	PS70/1b-track
2007-06-23 12:51:00	69.67957	18.9966	0.023	160.8	PS70/1b-track
2007-06-23 13:01:00	69.67952	18.99659	0.111	54.2	PS70/1b-track
2007-06-23 13:11:00	69.67954	18.99661	0.015	270.0	PS70/1b-track
2007-06-23 13:21:00	69.67954	18.99662	1.697	87.8	PS70/1b-track
2007-06-23 13:31:00	69.67954	18.99661	0.0	0.0	PS70/1b-track
2007-06-23 13:41:00	69.67954	18.99665	0.008	90.0	PS70/1b-track
2007-06-23 13:51:00	69.67954	18.99661	0.008	270.0	PS70/1b-track
2007-06-23 14:01:00	69.67914	18.99768	0.991	145.9	PS70/1b-track
2007-06-23 14:11:00	69.69041	19.0412	11.867	41.6	PS70/1b-track
2007-06-23 14:21:00	69.72616	19.04264	14.253	355.8	PS70/1b-track
2007-06-23 14:31:00	69.75926	19.06493	12.363	27.2	PS70/1b-track
