Date/Time	Latitude	Longitude	Depth water	C5H8	Event
2015-05-21 14:21:00	61.545	3.288	6	3.222	PS92-track
2015-05-21 14:31:00	61.575	3.291	6	2.944	PS92-track
2015-05-21 14:41:00	61.604	3.293	6	2.087	PS92-track
2015-05-21 14:51:00	61.634	3.295	6	2.426	PS92-track
2015-05-21 15:01:00	61.663	3.297	6	3.17	PS92-track
2015-05-21 15:11:00	61.693	3.301	6	3.233	PS92-track
2015-05-21 15:21:00	61.722	3.303	6	3.681	PS92-track
2015-05-21 15:31:00	61.752	3.305	6	3.029	PS92-track
2015-05-21 15:41:00	61.781	3.308	6	3.219	PS92-track
2015-05-21 15:51:00	61.811	3.31	6	3.215	PS92-track
2015-05-21 16:01:00	61.84	3.313	6	3.269	PS92-track
2015-05-21 16:11:00	61.87	3.315	6	3.31	PS92-track
2015-05-21 16:21:00	61.9	3.318	6	3.689	PS92-track
2015-05-21 16:31:00	61.93	3.32	6	3.068	PS92-track
2015-05-21 16:41:00	61.961	3.323	6	2.684	PS92-track
2015-05-21 16:51:00	61.993	3.326	6	3.615	PS92-track
2015-05-21 17:01:00	62.025	3.328	6	3.795	PS92-track
2015-05-21 17:11:00	62.057	3.331	6	3.08	PS92-track
2015-05-21 17:21:00	62.089	3.334	6	3.377	PS92-track
2015-05-21 17:31:00	62.121	3.336	6	2.972	PS92-track
2015-05-21 17:41:00	62.154	3.34	6	2.642	PS92-track
2015-05-21 17:51:00	62.185	3.342	6	2.414	PS92-track
2015-05-21 18:01:00	62.217	3.345	6	3.598	PS92-track
2015-05-21 18:11:00	62.248	3.348	6	5.535	PS92-track
2015-05-21 18:21:00	62.279	3.35	6	3.083	PS92-track
2015-05-21 18:31:00	62.31	3.353	6	2.125	PS92-track
2015-05-21 18:41:00	62.34	3.355	6	4.797	PS92-track
2015-05-21 18:51:00	62.371	3.358	6	4.006	PS92-track
2015-05-21 19:01:00	62.402	3.361	6	3.792	PS92-track
2015-05-21 19:11:00	62.432	3.363	6	3.422	PS92-track
2015-05-21 19:21:00	62.462	3.366	6	2.776	PS92-track
2015-05-21 19:31:00	62.492	3.368	6	4.436	PS92-track
2015-05-21 19:41:00	62.522	3.371	6	3.048	PS92-track
2015-05-21 19:51:00	62.553	3.374	6	2.962	PS92-track
2015-05-21 20:01:00	62.584	3.376	6	3.56	PS92-track
2015-05-21 20:11:00	62.615	3.38	6	1.495	PS92-track
2015-05-21 20:21:00	62.646	3.382	6	3.564	PS92-track
2015-05-21 20:31:00	62.677	3.384	6	3.57	PS92-track
2015-05-21 20:41:00	62.707	3.388	6	2.909	PS92-track
2015-05-21 20:51:00	62.737	3.39	6	4.096	PS92-track
2015-05-21 21:01:00	62.767	3.393	6	3.418	PS92-track
2015-05-21 21:11:00	62.797	3.395	6	2.638	PS92-track
2015-05-21 21:21:00	62.827	3.397	6	3.012	PS92-track
2015-05-21 21:31:00	62.856	3.4	6	3.579	PS92-track
2015-05-21 21:41:00	62.886	3.403	6	3.514	PS92-track
2015-05-21 21:51:00	62.915	3.405	6	2.726	PS92-track
2015-05-21 22:01:00	62.943	3.408	6	3.291	PS92-track
2015-05-21 22:11:00	62.973	3.41	6	3.821	PS92-track
2015-05-21 22:21:00	63.003	3.413	6	3.778	PS92-track
2015-05-21 22:31:00	63.032	3.416	6	3.295	PS92-track
2015-05-21 22:41:00	63.061	3.418	6	3.699	PS92-track
2015-05-21 22:51:00	63.091	3.42	6	1.851	PS92-track
2015-05-21 23:01:00	63.119	3.423	6	3.033	PS92-track
2015-05-21 23:11:00	63.147	3.426	6	2.204	PS92-track
2015-05-21 23:21:00	63.176	3.428	6	3.038	PS92-track
2015-05-21 23:31:00	63.205	3.431	6	2.708	PS92-track
2015-05-21 23:41:00	63.235	3.433	6	3.473	PS92-track
2015-05-21 23:51:00	63.264	3.436	6	2.118	PS92-track
2015-05-22 00:01:00	63.293	3.438	6	2.613	PS92-track
2015-05-22 00:11:00	63.323	3.441	6	3.777	PS92-track
2015-05-22 00:21:00	63.352	3.444	6	2.981	PS92-track
2015-05-22 00:31:00	63.38	3.447	6	2.602	PS92-track
2015-05-22 00:41:00	63.409	3.449	6	3.685	PS92-track
2015-05-22 00:51:00	63.438	3.452	6	3.98	PS92-track
2015-05-22 01:01:00	63.468	3.455	6	3.241	PS92-track
2015-05-22 01:11:00	63.497	3.457	6	2.714	PS92-track
2015-05-22 01:21:00	63.527	3.459	6	3.489	PS92-track
2015-05-22 01:31:00	63.557	3.462	6	3.804	PS92-track
2015-05-22 01:41:00	63.586	3.465	6	4.278	PS92-track
2015-05-22 01:51:00	63.615	3.468	6	3.571	PS92-track
2015-05-22 02:01:00	63.644	3.47	6	3.03	PS92-track
2015-05-22 02:11:00	63.673	3.473	6	2.578	PS92-track
2015-05-22 02:21:00	63.701	3.476	6	2.022	PS92-track
2015-05-22 02:31:00	63.729	3.478	6	3.957	PS92-track
2015-05-22 02:41:00	63.756	3.48	6	4.028	PS92-track
2015-05-22 02:51:00	63.784	3.483	6	2.771	PS92-track
2015-05-22 03:01:00	63.811	3.485	6	4.209	PS92-track
2015-05-22 03:11:00	63.839	3.488	6	2.443	PS92-track
2015-05-22 03:21:00	63.866	3.491	6	2.289	PS92-track
2015-05-22 03:31:00	63.894	3.493	6	2.83	PS92-track
2015-05-22 03:41:00	63.921	3.495	6	2.942	PS92-track
2015-05-22 03:51:00	63.947	3.497	6	2.028	PS92-track
2015-05-22 04:01:00	63.973	3.5	6	2.61	PS92-track
2015-05-22 04:11:00	63.999	3.502	6	2.861	PS92-track
2015-05-22 04:21:00	64.024	3.505	6	3.101	PS92-track
2015-05-22 04:31:00	64.05	3.507	6	3.047	PS92-track
2015-05-22 04:41:00	64.075	3.51	6	2.811	PS92-track
2015-05-22 04:51:00	64.1	3.512	6	2.376	PS92-track
2015-05-22 05:01:00	64.124	3.514	6	1.674	PS92-track
2015-05-22 05:11:00	64.148	3.516	6	2.644	PS92-track
2015-05-22 05:21:00	64.173	3.519	6	2.466	PS92-track
2015-05-22 05:31:00	64.197	3.521	6	1.549	PS92-track
2015-05-22 05:41:00	64.221	3.522	6	1.635	PS92-track
2015-05-22 05:51:00	64.246	3.525	6	1.792	PS92-track
2015-05-22 06:01:00	64.271	3.528	6	2.514	PS92-track
2015-05-22 06:11:00	64.295	3.529	6	2.173	PS92-track
2015-05-22 06:21:00	64.319	3.532	6	1.971	PS92-track
2015-05-22 06:31:00	64.344	3.534	6	1.879	PS92-track
2015-05-22 06:41:00	64.368	3.537	6	3.093	PS92-track
2015-05-22 06:51:00	64.393	3.539	6	2.053	PS92-track
2015-05-22 07:01:00	64.417	3.54	6	3.08	PS92-track
2015-05-22 07:11:00	64.442	3.543	6	2.731	PS92-track
2015-05-22 07:22:00	64.466	3.546	6	1.341	PS92-track
2015-05-22 07:32:00	64.492	3.548	6	1.852	PS92-track
2015-05-22 07:42:00	64.519	3.55	6	2.383	PS92-track
2015-05-22 07:52:00	64.546	3.553	6	2.437	PS92-track
2015-05-22 08:02:00	64.573	3.555	6	2.288	PS92-track
2015-05-22 08:12:00	64.601	3.558	6	2.437	PS92-track
2015-05-22 08:22:00	64.628	3.56	6	5.973	PS92-track
2015-05-22 08:32:00	64.655	3.563	6	2.606	PS92-track
2015-05-22 08:42:00	64.683	3.565	6	2.071	PS92-track
2015-05-22 08:52:00	64.711	3.568	6	1.983	PS92-track
2015-05-22 09:02:00	64.738	3.57	6	2.336	PS92-track
2015-05-22 09:12:00	64.764	3.573	6	2.367	PS92-track
2015-05-22 09:22:00	64.792	3.575	6	2.852	PS92-track
2015-05-22 09:32:00	64.822	3.578	6	2.591	PS92-track
2015-05-22 09:42:00	64.852	3.581	6	2.832	PS92-track
2015-05-22 09:52:00	64.881	3.584	6	1.645	PS92-track
2015-05-22 10:02:00	64.909	3.587	6	2.058	PS92-track
2015-05-22 10:12:00	64.938	3.589	6	4.074	PS92-track
2015-05-22 10:22:00	64.966	3.592	6	2.736	PS92-track
2015-05-22 10:32:00	64.994	3.595	6	1.732	PS92-track
2015-05-22 10:42:00	65.023	3.598	6	2.232	PS92-track
2015-05-22 10:52:00	65.051	3.6	6	1.735	PS92-track
2015-05-22 11:02:00	65.08	3.603	6	2.218	PS92-track
2015-05-22 11:12:00	65.108	3.605	6	2.568	PS92-track
2015-05-22 11:22:00	65.136	3.608	6	1.713	PS92-track
2015-05-22 11:32:00	65.165	3.611	6	1.621	PS92-track
2015-05-22 11:42:00	65.193	3.614	6	2.386	PS92-track
2015-05-22 11:52:00	65.216	3.615	6	2.876	PS92-track
2015-05-22 12:02:00	65.233	3.618	6	2.212	PS92-track
2015-05-22 12:12:00	65.262	3.62	6	2.618	PS92-track
2015-05-22 12:22:00	65.29	3.623	6	1.456	PS92-track
2015-05-22 15:21:00	65.759	3.668	6	2.219	PS92-track
2015-05-22 15:24:00	65.766	3.669	6	2.467	PS92-track
2015-05-22 15:26:00	65.773	3.67	6	2.182	PS92-track
2015-05-22 15:29:00	65.78	3.67	6	2.004	PS92-track
2015-05-22 15:31:00	65.786	3.671	6	2.099	PS92-track
2015-05-22 15:34:00	65.793	3.671	6	1.958	PS92-track
2015-05-22 15:37:00	65.8	3.672	6	1.788	PS92-track
2015-05-22 15:39:00	65.807	3.673	6	1.99	PS92-track
2015-05-22 15:42:00	65.814	3.673	6	1.714	PS92-track
2015-05-22 15:44:00	65.821	3.674	6	2.053	PS92-track
2015-05-22 15:47:00	65.828	3.675	6	1.819	PS92-track
2015-05-22 15:50:00	65.835	3.675	6	1.949	PS92-track
2015-05-22 15:52:00	65.842	3.676	6	1.964	PS92-track
2015-05-22 15:55:00	65.848	3.677	6	1.788	PS92-track
2015-05-22 15:57:00	65.856	3.678	6	1.798	PS92-track
2015-05-22 16:00:00	65.863	3.679	6	1.743	PS92-track
2015-05-22 16:03:00	65.87	3.679	6	2.03	PS92-track
2015-05-22 16:05:00	65.877	3.68	6	1.936	PS92-track
2015-05-22 16:08:00	65.884	3.68	6	1.979	PS92-track
2015-05-22 16:10:00	65.89	3.681	6	1.905	PS92-track
2015-05-22 16:13:00	65.897	3.682	6	2.586	PS92-track
2015-05-22 16:16:00	65.904	3.682	6	2.302	PS92-track
2015-05-22 16:18:00	65.911	3.683	6	1.962	PS92-track
2015-05-22 16:21:00	65.918	3.684	6	1.835	PS92-track
2015-05-22 16:24:00	65.925	3.685	6	1.492	PS92-track
2015-05-22 16:26:00	65.932	3.685	6	1.553	PS92-track
2015-05-22 16:29:00	65.939	3.686	6	1.515	PS92-track
2015-05-22 16:31:00	65.946	3.686	6	1.546	PS92-track
2015-05-22 16:34:00	65.953	3.687	6	1.544	PS92-track
2015-05-22 16:37:00	65.959	3.688	6	1.784	PS92-track
2015-05-22 16:39:00	65.966	3.688	6	1.921	PS92-track
2015-05-22 16:42:00	65.973	3.689	6	1.368	PS92-track
2015-05-22 16:44:00	65.979	3.689	6	2.118	PS92-track
2015-05-22 16:47:00	65.986	3.691	6	2.149	PS92-track
2015-05-22 16:50:00	65.992	3.691	6	2.002	PS92-track
2015-05-22 16:52:00	65.999	3.692	6	2.093	PS92-track
2015-05-22 16:55:00	66.005	3.692	6	2.399	PS92-track
2015-05-22 16:57:00	66.012	3.693	6	2.442	PS92-track
2015-05-22 17:00:00	66.018	3.694	6	2.609	PS92-track
2015-05-22 17:03:00	66.024	3.694	6	2.443	PS92-track
2015-05-22 17:05:00	66.031	3.695	6	2.088	PS92-track
2015-05-22 17:08:00	66.037	3.695	6	2.21	PS92-track
2015-05-22 17:10:00	66.043	3.696	6	2.408	PS92-track
2015-05-22 17:13:00	66.05	3.696	6	1.774	PS92-track
2015-05-22 17:16:00	66.056	3.698	6	1.918	PS92-track
2015-05-22 17:18:00	66.062	3.698	6	2.272	PS92-track
2015-05-22 17:21:00	66.069	3.698	6	1.853	PS92-track
2015-05-22 17:23:00	66.075	3.699	6	1.917	PS92-track
2015-05-22 17:26:00	66.081	3.7	6	2.199	PS92-track
2015-05-22 17:29:00	66.087	3.7	6	2.181	PS92-track
2015-05-22 17:31:00	66.094	3.701	6	2.378	PS92-track
2015-05-22 17:34:00	66.1	3.701	6	2.054	PS92-track
2015-05-22 17:36:00	66.106	3.702	6	2.099	PS92-track
2015-05-22 17:39:00	66.112	3.703	6	1.607	PS92-track
2015-05-22 17:42:00	66.119	3.703	6	1.455	PS92-track
2015-05-22 17:44:00	66.125	3.704	6	1.438	PS92-track
2015-05-22 17:47:00	66.131	3.704	6	1.187	PS92-track
2015-05-22 17:50:00	66.137	3.705	6	1.411	PS92-track
2015-05-22 17:52:00	66.144	3.706	6	1.395	PS92-track
2015-05-22 17:55:00	66.15	3.707	6	1.497	PS92-track
2015-05-22 17:57:00	66.156	3.707	6	1.407	PS92-track
2015-05-22 18:00:00	66.162	3.708	6	1.46	PS92-track
2015-05-22 18:03:00	66.168	3.708	6	1.368	PS92-track
2015-05-22 18:05:00	66.174	3.709	6	1.585	PS92-track
2015-05-22 18:08:00	66.181	3.709	6	1.637	PS92-track
2015-05-22 18:10:00	66.187	3.71	6	1.314	PS92-track
2015-05-22 18:13:00	66.193	3.711	6	1.69	PS92-track
2015-05-22 18:16:00	66.199	3.711	6	1.52	PS92-track
2015-05-22 18:18:00	66.206	3.712	6	1.812	PS92-track
2015-05-22 18:21:00	66.212	3.712	6	1.699	PS92-track
2015-05-22 18:23:00	66.218	3.713	6	1.734	PS92-track
2015-05-22 18:26:00	66.224	3.714	6	1.8	PS92-track
2015-05-22 18:29:00	66.231	3.714	6	1.941	PS92-track
2015-05-22 18:31:00	66.237	3.715	6	2.038	PS92-track
2015-05-22 18:34:00	66.243	3.716	6	1.885	PS92-track
2015-05-22 18:36:00	66.25	3.717	6	2.191	PS92-track
2015-05-22 18:39:00	66.256	3.717	6	1.809	PS92-track
2015-05-22 18:42:00	66.263	3.718	6	2.008	PS92-track
2015-05-22 18:44:00	66.269	3.718	6	2.071	PS92-track
2015-05-22 18:47:00	66.275	3.719	6	1.9	PS92-track
2015-05-22 18:49:00	66.282	3.719	6	2.37	PS92-track
2015-05-22 18:52:00	66.288	3.721	6	2.027	PS92-track
2015-05-22 18:55:00	66.295	3.721	6	2.035	PS92-track
2015-05-22 18:57:00	66.302	3.722	6	1.772	PS92-track
2015-05-22 19:00:00	66.308	3.722	6	2.109	PS92-track
2015-05-22 19:02:00	66.315	3.723	6	2.344	PS92-track
2015-05-22 19:05:00	66.321	3.724	6	2.153	PS92-track
2015-05-22 19:08:00	66.328	3.724	6	2.471	PS92-track
2015-05-22 19:10:00	66.334	3.725	6	4.451	PS92-track
2015-05-22 19:13:00	66.341	3.725	6	2.631	PS92-track
2015-05-22 19:16:00	66.348	3.726	6	2.577	PS92-track
2015-05-22 19:18:00	66.355	3.727	6	3.185	PS92-track
2015-05-22 19:21:00	66.361	3.727	6	2.78	PS92-track
2015-05-22 19:23:00	66.368	3.729	6	3.338	PS92-track
2015-05-22 19:26:00	66.375	3.729	6	3.497	PS92-track
2015-05-22 19:29:00	66.382	3.729	6	3.118	PS92-track
2015-05-22 19:31:00	66.389	3.73	6	3.14	PS92-track
2015-05-22 19:34:00	66.396	3.731	6	3.199	PS92-track
2015-05-22 19:36:00	66.402	3.732	6	2.901	PS92-track
2015-05-22 19:39:00	66.409	3.733	6	3.262	PS92-track
2015-05-22 19:42:00	66.416	3.733	6	2.567	PS92-track
2015-05-22 19:44:00	66.423	3.733	6	2.668	PS92-track
2015-05-22 19:47:00	66.43	3.734	6	2.588	PS92-track
2015-05-22 19:49:00	66.437	3.735	6	1.909	PS92-track
2015-05-22 19:52:00	66.444	3.736	6	2.138	PS92-track
2015-05-22 19:55:00	66.451	3.736	6	1.866	PS92-track
2015-05-22 19:57:00	66.458	3.737	6	1.974	PS92-track
2015-05-22 20:00:00	66.465	3.738	6	2.22	PS92-track
2015-05-22 20:02:00	66.472	3.739	6	2.348	PS92-track
2015-05-22 20:05:00	66.479	3.739	6	3.074	PS92-track
2015-05-22 20:08:00	66.486	3.74	6	2.937	PS92-track
2015-05-22 20:10:00	66.493	3.741	6	3.506	PS92-track
2015-05-22 20:13:00	66.5	3.742	6	3.145	PS92-track
2015-05-22 20:15:00	66.507	3.742	6	2.946	PS92-track
2015-05-22 20:18:00	66.513	3.742	6	2.432	PS92-track
2015-05-22 20:21:00	66.52	3.743	6	3.208	PS92-track
2015-05-22 20:23:00	66.527	3.744	6	2.76	PS92-track
2015-05-22 20:26:00	66.533	3.745	6	2.817	PS92-track
2015-05-22 20:28:00	66.54	3.746	6	2.7	PS92-track
2015-05-22 20:31:00	66.547	3.746	6	3.143	PS92-track
2015-05-22 20:34:00	66.553	3.746	6	3.06	PS92-track
2015-05-22 20:36:00	66.56	3.747	6	3.049	PS92-track
2015-05-22 20:39:00	66.567	3.748	6	2.651	PS92-track
2015-05-22 20:42:00	66.573	3.749	6	3.091	PS92-track
2015-05-22 20:44:00	66.58	3.749	6	3.006	PS92-track
2015-05-22 20:47:00	66.587	3.75	6	2.932	PS92-track
2015-05-22 20:49:00	66.593	3.751	6	2.737	PS92-track
2015-05-22 20:52:00	66.6	3.752	6	2.943	PS92-track
2015-05-22 20:55:00	66.607	3.752	6	2.917	PS92-track
2015-05-22 20:57:00	66.613	3.753	6	2.653	PS92-track
2015-05-22 21:00:00	66.62	3.753	6	2.614	PS92-track
2015-05-22 21:02:00	66.626	3.754	6	2.68	PS92-track
2015-05-22 21:05:00	66.633	3.755	6	2.443	PS92-track
2015-05-22 21:08:00	66.639	3.755	6	2.868	PS92-track
2015-05-22 21:10:00	66.646	3.756	6	2.804	PS92-track
2015-05-22 21:13:00	66.653	3.756	6	2.403	PS92-track
2015-05-22 21:15:00	66.659	3.757	6	2.347	PS92-track
2015-05-22 21:18:00	66.666	3.758	6	2.525	PS92-track
2015-05-22 21:21:00	66.672	3.759	6	2.466	PS92-track
2015-05-22 21:23:00	66.679	3.76	6	2.508	PS92-track
2015-05-22 21:26:00	66.685	3.76	6	2.17	PS92-track
2015-05-22 21:28:00	66.692	3.761	6	2.527	PS92-track
2015-05-22 21:31:00	66.698	3.761	6	2.597	PS92-track
2015-05-22 21:34:00	66.705	3.762	6	2.252	PS92-track
2015-05-22 21:36:00	66.711	3.763	6	2.463	PS92-track
2015-05-22 21:39:00	66.718	3.763	6	2.344	PS92-track
2015-05-22 21:41:00	66.724	3.764	6	2.377	PS92-track
2015-05-22 21:44:00	66.731	3.765	6	1.859	PS92-track
2015-05-22 21:47:00	66.737	3.765	6	2.002	PS92-track
2015-05-22 21:49:00	66.744	3.766	6	2.384	PS92-track
2015-05-22 21:52:00	66.75	3.766	6	2.484	PS92-track
2015-05-22 21:54:00	66.757	3.767	6	2.408	PS92-track
2015-05-22 21:57:00	66.763	3.768	6	2.302	PS92-track
2015-05-22 22:00:00	66.77	3.768	6	2.451	PS92-track
2015-05-22 22:02:00	66.776	3.769	6	2.596	PS92-track
2015-05-22 22:05:00	66.783	3.77	6	2.399	PS92-track
2015-05-22 22:08:00	66.79	3.771	6	2.202	PS92-track
2015-05-22 22:10:00	66.796	3.771	6	2.486	PS92-track
2015-05-22 22:13:00	66.803	3.772	6	2.91	PS92-track
2015-05-22 22:15:00	66.809	3.773	6	3.147	PS92-track
2015-05-22 22:18:00	66.816	3.773	6	2.745	PS92-track
2015-05-22 22:21:00	66.823	3.774	6	2.711	PS92-track
2015-05-22 22:23:00	66.83	3.775	6	3.2	PS92-track
2015-05-22 22:26:00	66.836	3.776	6	2.997	PS92-track
2015-05-22 22:28:00	66.843	3.776	6	3.326	PS92-track
2015-05-22 22:31:00	66.85	3.777	6	2.979	PS92-track
2015-05-22 22:34:00	66.857	3.778	6	3.21	PS92-track
2015-05-22 22:36:00	66.863	3.778	6	3.213	PS92-track
2015-05-22 22:39:00	66.87	3.778	6	2.836	PS92-track
2015-05-22 22:41:00	66.877	3.779	6	3.135	PS92-track
2015-05-22 22:44:00	66.884	3.781	6	3.177	PS92-track
2015-05-22 22:47:00	66.89	3.781	6	3.449	PS92-track
2015-05-22 22:49:00	66.897	3.782	6	3.368	PS92-track
2015-05-22 22:52:00	66.904	3.782	6	3.251	PS92-track
2015-05-22 22:54:00	66.911	3.783	6	2.555	PS92-track
2015-05-22 22:57:00	66.917	3.783	6	2.991	PS92-track
2015-05-22 23:00:00	66.924	3.784	6	2.536	PS92-track
2015-05-22 23:02:00	66.931	3.784	6	2.67	PS92-track
2015-05-22 23:05:00	66.937	3.785	6	2.392	PS92-track
2015-05-22 23:07:00	66.944	3.786	6	3.03	PS92-track
2015-05-22 23:10:00	66.951	3.787	6	2.594	PS92-track
2015-05-22 23:13:00	66.957	3.788	6	2.458	PS92-track
2015-05-22 23:15:00	66.964	3.789	6	2.474	PS92-track
2015-05-22 23:18:00	66.971	3.789	6	1.8	PS92-track
2015-05-22 23:20:00	66.977	3.79	6	1.889	PS92-track
2015-05-22 23:23:00	66.983	3.79	6	2.342	PS92-track
2015-05-22 23:26:00	66.989	3.791	6	2.444	PS92-track
2015-05-22 23:28:00	66.996	3.791	6	2.736	PS92-track
2015-05-22 23:31:00	67.002	3.792	6	2.293	PS92-track
2015-05-22 23:33:00	67.008	3.793	6	2.538	PS92-track
2015-05-22 23:36:00	67.014	3.793	6	2.792	PS92-track
2015-05-22 23:39:00	67.02	3.794	6	2.895	PS92-track
2015-05-22 23:41:00	67.026	3.795	6	2.84	PS92-track
2015-05-22 23:44:00	67.032	3.796	6	2.428	PS92-track
2015-05-22 23:47:00	67.038	3.796	6	2.648	PS92-track
2015-05-22 23:49:00	67.044	3.796	6	2.969	PS92-track
2015-05-22 23:52:00	67.05	3.797	6	2.772	PS92-track
2015-05-22 23:54:00	67.056	3.797	6	2.7	PS92-track
2015-05-22 23:57:00	67.061	3.798	6	3.245	PS92-track
2015-05-23 00:00:00	67.067	3.799	6	2.504	PS92-track
2015-05-23 00:02:00	67.073	3.8	6	2.406	PS92-track
2015-05-23 00:05:00	67.079	3.801	6	2.488	PS92-track
2015-05-23 00:07:00	67.085	3.801	6	2.782	PS92-track
2015-05-23 00:10:00	67.091	3.802	6	2.338	PS92-track
2015-05-23 00:13:00	67.097	3.802	6	2.723	PS92-track
2015-05-23 00:15:00	67.103	3.803	6	2.192	PS92-track
2015-05-23 00:18:00	67.108	3.803	6	2.229	PS92-track
2015-05-23 00:20:00	67.114	3.804	6	1.837	PS92-track
2015-05-23 00:23:00	67.12	3.804	6	1.576	PS92-track
2015-05-23 00:26:00	67.126	3.805	6	1.862	PS92-track
2015-05-23 00:28:00	67.131	3.805	6	1.811	PS92-track
2015-05-23 00:31:00	67.137	3.806	6	2.349	PS92-track
2015-05-23 00:33:00	67.142	3.807	6	2.355	PS92-track
2015-05-23 00:36:00	67.148	3.807	6	2.011	PS92-track
2015-05-23 00:39:00	67.154	3.808	6	2.046	PS92-track
2015-05-23 00:41:00	67.16	3.809	6	2.244	PS92-track
2015-05-23 00:44:00	67.165	3.809	6	2.5	PS92-track
2015-05-23 00:46:00	67.171	3.81	6	1.528	PS92-track
2015-05-23 00:49:00	67.176	3.81	6	1.881	PS92-track
2015-05-23 00:52:00	67.182	3.811	6	2.012	PS92-track
2015-05-23 00:54:00	67.187	3.811	6	2.185	PS92-track
2015-05-23 00:57:00	67.193	3.812	6	2.284	PS92-track
2015-05-23 00:59:00	67.198	3.813	6	1.864	PS92-track
2015-05-23 01:02:00	67.204	3.813	6	2.198	PS92-track
2015-05-23 01:05:00	67.209	3.814	6	2.454	PS92-track
2015-05-23 01:07:00	67.214	3.814	6	2.54	PS92-track
2015-05-23 01:10:00	67.219	3.814	6	2.307	PS92-track
2015-05-23 01:13:00	67.225	3.816	6	2.416	PS92-track
2015-05-23 01:15:00	67.23	3.815	6	2.299	PS92-track
2015-05-23 01:18:00	67.235	3.816	6	2.644	PS92-track
2015-05-23 01:20:00	67.241	3.817	6	2.771	PS92-track
2015-05-23 01:23:00	67.246	3.818	6	3.014	PS92-track
2015-05-23 01:26:00	67.251	3.818	6	2.926	PS92-track
2015-05-23 01:28:00	67.256	3.819	6	2.247	PS92-track
2015-05-23 01:31:00	67.261	3.819	6	2.305	PS92-track
2015-05-23 01:33:00	67.266	3.819	6	2.466	PS92-track
2015-05-23 01:36:00	67.271	3.82	6	2.492	PS92-track
2015-05-23 01:39:00	67.275	3.82	6	2.823	PS92-track
2015-05-23 01:41:00	67.281	3.821	6	2.538	PS92-track
2015-05-23 01:44:00	67.286	3.821	6	2.433	PS92-track
2015-05-23 01:46:00	67.291	3.822	6	2.026	PS92-track
2015-05-23 01:49:00	67.296	3.823	6	2.718	PS92-track
2015-05-23 01:52:00	67.301	3.823	6	2.618	PS92-track
2015-05-23 01:54:00	67.306	3.823	6	2.739	PS92-track
2015-05-23 01:57:00	67.311	3.824	6	2.667	PS92-track
2015-05-23 01:59:00	67.316	3.825	6	2.932	PS92-track
2015-05-23 02:02:00	67.321	3.825	6	2.813	PS92-track
2015-05-23 02:05:00	67.326	3.826	6	2.624	PS92-track
2015-05-23 02:07:00	67.33	3.826	6	2.878	PS92-track
2015-05-23 02:10:00	67.335	3.827	6	3.198	PS92-track
2015-05-23 02:12:00	67.341	3.827	6	2.383	PS92-track
2015-05-23 02:15:00	67.346	3.828	6	2.629	PS92-track
2015-05-23 02:18:00	67.351	3.828	6	2.409	PS92-track
2015-05-23 02:20:00	67.356	3.829	6	2.695	PS92-track
2015-05-23 02:23:00	67.362	3.829	6	2.809	PS92-track
2015-05-23 02:25:00	67.367	3.83	6	2.932	PS92-track
2015-05-23 02:28:00	67.372	3.831	6	3.034	PS92-track
2015-05-23 02:31:00	67.377	3.831	6	2.671	PS92-track
2015-05-23 02:33:00	67.382	3.832	6	2.832	PS92-track
2015-05-23 02:36:00	67.387	3.832	6	2.961	PS92-track
2015-05-23 02:39:00	67.392	3.832	6	2.997	PS92-track
2015-05-23 02:41:00	67.398	3.833	6	2.832	PS92-track
2015-05-23 02:44:00	67.403	3.834	6	2.655	PS92-track
2015-05-23 02:46:00	67.408	3.835	6	2.216	PS92-track
2015-05-23 02:49:00	67.412	3.835	6	2.704	PS92-track
2015-05-23 02:52:00	67.417	3.835	6	2.295	PS92-track
2015-05-23 02:54:00	67.423	3.836	6	2.569	PS92-track
2015-05-23 02:57:00	67.427	3.836	6	2.801	PS92-track
2015-05-23 02:59:00	67.432	3.837	6	2.908	PS92-track
2015-05-23 03:02:00	67.437	3.837	6	2.64	PS92-track
2015-05-23 03:05:00	67.441	3.838	6	2.627	PS92-track
2015-05-23 03:07:00	67.446	3.838	6	3.29	PS92-track
2015-05-23 03:10:00	67.451	3.838	6	3.146	PS92-track
2015-05-23 03:12:00	67.456	3.839	6	2.634	PS92-track
2015-05-23 03:15:00	67.461	3.84	6	2.798	PS92-track
2015-05-23 03:18:00	67.466	3.84	6	2.802	PS92-track
2015-05-23 03:20:00	67.471	3.841	6	2.252	PS92-track
2015-05-23 03:23:00	67.475	3.841	6	2.856	PS92-track
2015-05-23 03:25:00	67.48	3.842	6	2.919	PS92-track
2015-05-23 03:28:00	67.485	3.843	6	2.523	PS92-track
2015-05-23 03:31:00	67.49	3.843	6	2.924	PS92-track
2015-05-23 03:33:00	67.495	3.843	6	2.326	PS92-track
2015-05-23 03:36:00	67.5	3.844	6	2.26	PS92-track
2015-05-23 03:38:00	67.505	3.844	6	2.483	PS92-track
2015-05-23 03:41:00	67.51	3.845	6	2.989	PS92-track
2015-05-23 03:44:00	67.515	3.845	6	2.335	PS92-track
2015-05-23 03:46:00	67.521	3.845	6	2.146	PS92-track
2015-05-23 03:49:00	67.527	3.847	6	2.435	PS92-track
2015-05-23 03:51:00	67.532	3.848	6	2.375	PS92-track
2015-05-23 03:54:00	67.537	3.847	6	2.115	PS92-track
