Date/Time	Latitude	Longitude	Speed	Course	Event
2014-07-07 00:10:00	69.67962	18.99689	0.015	270.0	PS86-track
2014-07-07 00:20:00	69.67962	18.99689	0.068	270.0	PS86-track
2014-07-07 00:30:00	69.67963	18.99688	0.023	160.8	PS86-track
2014-07-07 00:40:00	69.67963	18.99689	0.023	19.2	PS86-track
2014-07-07 00:50:00	69.67963	18.99689	0.023	19.2	PS86-track
2014-07-07 01:00:00	69.67963	18.9969	0.026	34.8	PS86-track
2014-07-07 01:10:00	69.67963	18.99689	0.008	270.0	PS86-track
2014-07-07 01:20:00	69.67962	18.99689	0.0	0.0	PS86-track
2014-07-07 01:30:00	69.67963	18.9969	0.022	0.0	PS86-track
2014-07-07 01:40:00	69.67963	18.99688	0.015	270.0	PS86-track
2014-07-07 01:50:00	69.67962	18.99688	0.008	90.0	PS86-track
2014-07-07 02:00:00	69.67962	18.99689	0.015	90.0	PS86-track
2014-07-07 02:10:00	69.67962	18.99686	0.026	325.2	PS86-track
2014-07-07 02:20:00	69.67963	18.99688	0.015	90.0	PS86-track
2014-07-07 02:30:00	69.67963	18.99686	0.083	90.0	PS86-track
2014-07-07 02:40:00	69.67962	18.99688	0.11	348.2	PS86-track
2014-07-07 02:50:00	69.67963	18.99686	0.023	270.0	PS86-track
2014-07-07 03:00:00	69.67962	18.99685	0.015	270.0	PS86-track
2014-07-07 03:10:00	69.67963	18.99685	0.008	270.0	PS86-track
2014-07-07 03:20:00	69.67962	18.99685	0.023	160.8	PS86-track
2014-07-07 03:30:00	69.67962	18.99685	0.008	270.0	PS86-track
2014-07-07 03:40:00	69.67962	18.99686	0.008	90.0	PS86-track
2014-07-07 03:50:00	69.67962	18.99684	0.023	270.0	PS86-track
2014-07-07 04:00:00	69.67961	18.9969	0.031	133.8	PS86-track
2014-07-07 04:10:00	69.67963	18.99688	0.087	185.0	PS86-track
2014-07-07 04:20:00	69.67962	18.99687	0.008	270.0	PS86-track
2014-07-07 04:30:00	69.67963	18.99687	0.046	340.8	PS86-track
2014-07-07 04:40:00	69.67962	18.99688	0.015	90.0	PS86-track
2014-07-07 04:50:00	69.67962	18.99688	0.023	340.8	PS86-track
2014-07-07 05:00:00	69.67962	18.99687	0.015	90.0	PS86-track
2014-07-07 05:10:00	69.67962	18.99687	0.0	0.0	PS86-track
2014-07-07 05:20:00	69.67962	18.99688	0.008	90.0	PS86-track
2014-07-07 05:30:00	69.67962	18.99686	0.008	270.0	PS86-track
2014-07-07 05:40:00	69.67963	18.99687	0.022	0.0	PS86-track
2014-07-07 05:50:00	69.67962	18.99687	0.026	214.8	PS86-track
2014-07-07 06:00:00	69.67963	18.99687	0.015	270.0	PS86-track
2014-07-07 06:10:00	69.67962	18.99687	0.015	270.0	PS86-track
2014-07-07 06:20:00	69.67963	18.99687	0.008	270.0	PS86-track
2014-07-07 06:30:00	69.67963	18.99687	0.015	270.0	PS86-track
2014-07-07 06:40:00	69.67963	18.99686	0.026	325.2	PS86-track
2014-07-07 06:50:00	69.67963	18.99687	0.023	19.2	PS86-track
2014-07-07 07:00:00	69.67962	18.99687	0.015	270.0	PS86-track
2014-07-07 07:10:00	69.67962	18.99688	0.008	270.0	PS86-track
2014-07-07 07:20:00	69.67962	18.99688	0.0	0.0	PS86-track
2014-07-07 07:30:00	69.67963	18.99687	0.008	270.0	PS86-track
